"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 21 23:09:39 TRT 2023","Tue Mar 21 23:10:21 TRT 2023","41897","","","","","","Kullanici Login Ekranindan Uygulamya giris yapabiliyor mu?",""
